sent1,sent2,label,strategy,sent1_emoji,sent1_emoji_unicode
This is family_man_woman_girl_girl [EM] backhand_index_pointing_right [EM] skull [EM] family_man_woman_girl.,This is short life.,1,1,This is 👨‍👩‍👧‍👧 👉 💀 👨‍👩‍👧,This is {1F468 + 200D + 1F469 + 200D + 1F467 + 200D + 1F467} {1F449} {1F480} {1F468 + 200D + 1F469 + 200D + 1F467}
This is baby [EM] older_person [EM] coffin [EM] hourglass_done [EM] pinching_hand.,This is short life.,1,1,This is 👶 🧓 ⚰ ⌛ 🤏,This is {1F476} {1F9D3} {26B0} {231B} {1F90F}
This is hourglass_done [EM] coffin.,This is short life.,1,1,This is ⌛ ⚰,This is {231B} {26B0}
This is thumbs_down [EM] memo.,This is dirty job.,1,0,This is 👎 📝,This is {1F44E} {1F4DD}
This is pile_of_poo [EM] broom.,This is dirty job.,1,0,This is 💩 🧹,This is {1F4A9} {1F9F9}
This is plunger [EM] toilet [EM] broom.,This is dirty job.,1,1,This is 🪠 🚽 🧹,This is {1FAA0} {1F6BD} {1F9F9}
This is microbe [EM] bomb [EM] man_supervillain [EM] microbe [EM] supervillain [EM] bomb [EM] microbe.,This is dirty job.,1,1,This is 🦠 💣 🦹‍♂ 🦠 🦹 💣 🦠,This is {1F9A0} {1F4A3} {1F9B9 + 200D + 2642} {1F9A0} {1F9B9} {1F4A3} {1F9A0}
This is face_vomiting [EM] nauseated_face [EM] man_construction_worker.,This is dirty job.,1,0,This is 🤮 🤢 👷‍♂,This is {1F92E} {1F922} {1F477 + 200D + 2642}
This is pile_of_poo [EM] briefcase.,This is dirty job.,1,0,This is 💩 💼,This is {1F4A9} {1F4BC}
This is nauseated_face [EM] luggage.,This is dirty job.,1,0,This is 🤢 🧳,This is {1F922} {1F9F3}
This is toilet [EM] construction_worker [EM] hammer_and_wrench.,This is dirty job.,1,1,This is 🚽 👷 🛠,This is {1F6BD} {1F477} {1F6E0}
This is thumbs_down [EM] foot.,This is dirty foot.,1,0,This is 👎 🦶,This is {1F44E} {1F9B6}
This is nauseated_face [EM] foot.,This is dirty foot.,1,0,This is 🤢 🦶,This is {1F922} {1F9B6}
This is hot_face [EM] foot [EM] pile_of_poo.,This is dirty foot.,1,0,This is 🥵 🦶 💩,This is {1F975} {1F9B6} {1F4A9}
This is soap [EM] foot.,This is dirty foot.,1,1,This is 🧼 🦶,This is {1F9FC} {1F9B6}
This is face_vomiting [EM] foot.,This is dirty foot.,1,0,This is 🤮 🦶,This is {1F92E} {1F9B6}
This is pile_of_poo [EM] footprints.,This is dirty foot.,1,0,This is 💩 👣,This is {1F4A9} {1F463}
This is confounded_face [EM] foot.,This is dirty foot.,1,0,This is 😖 🦶,This is {1F616} {1F9B6}
This is nose [EM] foot [EM] nauseated_face.,This is dirty foot.,1,1,This is 👃 🦶 🤢,This is {1F443} {1F9B6} {1F922}
This is thumbs_down [EM] fish.,This is dirty dish.,1,0,This is 👎 🐟,This is {1F44E} {1F41F}
This is fork_and_knife_with_plate [EM] fly.,This is dirty dish.,1,1,This is 🍽 🪰,This is {1F37D} {1FAB0}
This is fork_and_knife_with_plate [EM] anxious_face_with_sweat [EM] thumbs_down.,This is dirty dish.,1,1,This is 🍽 😰 👎,This is {1F37D} {1F630} {1F44E}
This is soap [EM] fork_and_knife_with_plate.,This is dirty dish.,1,1,This is 🧼 🍽,This is {1F9FC} {1F37D}
This is face_vomiting [EM] fork_and_knife_with_plate.,This is dirty dish.,1,0,This is 🤮 🍽,This is {1F92E} {1F37D}
This is pile_of_poo [EM] fork_and_knife_with_plate.,This is dirty dish.,1,0,This is 💩 🍽,This is {1F4A9} {1F37D}
This is face_vomiting [EM] fork_and_knife_with_plate.,This is dirty dish.,1,0,This is 🤮 🍽,This is {1F92E} {1F37D}
This is soap [EM] fork_and_knife_with_plate [EM] petri_dish.,This is dirty dish.,1,1,This is 🧼 🍽 🧫,This is {1F9FC} {1F37D} {1F9EB}
This is thumbs_down [EM] derelict_house.,This is dirty slum.,1,0,This is 👎 🏚,This is {1F44E} {1F3DA}
This is fly [EM] house.,This is dirty slum.,1,1,This is 🪰 🏠,This is {1FAB0} {1F3E0}
This is microbe [EM] hut [EM] microbe.,This is dirty slum.,1,0,This is 🦠 🛖 🦠,This is {1F9A0} {1F6D6} {1F9A0}
This is soap [EM] microbe [EM] derelict_house.,This is dirty slum.,1,1,This is 🧼 🦠 🏚,This is {1F9FC} {1F9A0} {1F3DA}
This is face_vomiting [EM] hut.,This is dirty slum.,1,0,This is 🤮 🛖,This is {1F92E} {1F6D6}
This is pile_of_poo [EM] money_with_wings [EM] house.,This is dirty slum.,1,0,This is 💩 💸 🏠,This is {1F4A9} {1F4B8} {1F3E0}
This is woozy_face [EM] man_zombie.,This is dirty slum.,1,1,This is 🥴 🧟‍♂,This is {1F974} {1F9DF + 200D + 2642}
This is persevering_face [EM] no_one_under_eighteen [EM] money_with_wings.,This is dirty slum.,1,1,This is 😣 🔞 💸,This is {1F623} {1F51E} {1F4B8}
This is thumbs_down [EM] memo.,This is dirty work.,1,0,This is 👎 📝,This is {1F44E} {1F4DD}
This is oncoming_police_car [EM] page_with_curl.,This is dirty work.,1,1,This is 🚔 📃,This is {1F694} {1F4C3}
This is plunger [EM] toilet [EM] broom [EM] money_bag [EM] old_woman [EM] old_man.,This is dirty work.,1,1,This is 🪠 🚽 🧹 💰 👵 👴,This is {1FAA0} {1F6BD} {1F9F9} {1F4B0} {1F475} {1F474}
This is microbe [EM] briefcase.,This is dirty work.,1,1,This is 🦠 💼,This is {1F9A0} {1F4BC}
This is face_vomiting [EM] hammer_and_wrench.,This is dirty work.,1,0,This is 🤮 🛠,This is {1F92E} {1F6E0}
This is pile_of_poo [EM] rescue_worker’s_helmet [EM] briefcase.,This is dirty work.,1,0,This is 💩 ⛑ 💼,This is {1F4A9} {26D1} {1F4BC}
This is unamused_face [EM] luggage.,This is dirty work.,1,0,This is 😒 🧳,This is {1F612} {1F9F3}
This is toilet [EM] construction_worker [EM] hammer_and_wrench.,This is dirty work.,1,1,This is 🚽 👷 🛠,This is {1F6BD} {1F477} {1F6E0}
This is thumbs_down [EM] money_bag.,This is dirty money.,1,0,This is 👎 💰,This is {1F44E} {1F4B0}
This is money-mouth_face [EM] money_with_wings [EM] supervillain.,This is dirty money.,1,1,This is 🤑 💸 🦹,This is {1F911} {1F4B8} {1F9B9}
This is smiling_face_with_horns [EM] dollar_banknote [EM] dollar_banknote [EM] prohibited [EM] backhand_index_pointing_right [EM] police_officer.,This is dirty money.,1,1,This is 😈 💵 💵 🚫 👉 👮,This is {1F608} {1F4B5} {1F4B5} {1F6AB} {1F449} {1F46E}
This is microbe [EM] zipper-mouth_face [EM] money-mouth_face [EM] money_with_wings [EM] microbe.,This is dirty money.,1,1,This is 🦠 🤐 🤑 💸 🦠,This is {1F9A0} {1F910} {1F911} {1F4B8} {1F9A0}
This is face_vomiting [EM] dollar_banknote.,This is dirty money.,1,0,This is 🤮 💵,This is {1F92E} {1F4B5}
This is pile_of_poo [EM] dollar_banknote [EM] money_bag.,This is dirty money.,1,0,This is 💩 💵 💰,This is {1F4A9} {1F4B5} {1F4B0}
This is unamused_face [EM] money_bag.,This is dirty money.,1,1,This is 😒 💰,This is {1F612} {1F4B0}
This is police_car [EM] stop_sign [EM] dollar_banknote [EM] dollar_banknote [EM] dollar_banknote.,This is dirty money.,1,1,This is 🚓 🛑 💵 💵 💵,This is {1F693} {1F6D1} {1F4B5} {1F4B5} {1F4B5}
This is thumbs_down [EM] coat.,This is dirty overall.,1,1,This is 👎 🧥,This is {1F44E} {1F9E5}
This is nauseated_face [EM] face_vomiting [EM] unamused_face.,This is dirty overall.,1,2,This is 🤢 🤮 😒,This is {1F922} {1F92E} {1F612}
This is face_with_spiral_eyes [EM] confounded_face [EM] backhand_index_pointing_right [EM] bathtub.,This is dirty overall.,1,1,This is 😵‍💫 😖 👉 🛁,This is {1F635 + 200D + 1F4AB} {1F616} {1F449} {1F6C1}
This is soap [EM] t-shirt.,This is dirty overall.,1,1,This is 🧼 👕,This is {1F9FC} {1F455}
This is face_vomiting [EM] dress [EM] woman’s_clothes.,This is dirty overall.,1,0,This is 🤮 👗 👚,This is {1F92E} {1F457} {1F45A}
This is pile_of_poo [EM] kimono.,This is dirty overall.,1,0,This is 💩 👘,This is {1F4A9} {1F458}
This is man_standing [EM] nauseated_face.,This is dirty overall.,1,0,This is 🧍‍♂ 🤢,This is {1F9CD + 200D + 2642} {1F922}
This is pile_of_poo [EM] jeans.,This is dirty overall.,1,0,This is 💩 👖,This is {1F4A9} {1F456}
This is thumbs_down [EM] boxing_glove.,This is dirty fighter.,1,0,This is 👎 🥊,This is {1F44E} {1F94A}
This is face_with_symbols_on_mouth [EM] enraged_face.,This is dirty fighter.,1,1,This is 🤬 😡,This is {1F92C} {1F621}
This is cross_mark [EM] balance_scale [EM] flexed_biceps [EM] man_bald [EM] anger_symbol.,This is dirty fighter.,1,1,This is ❌ ⚖ 💪 👨‍🦲 💢,This is {274C} {2696} {1F4AA} {1F468 + 200D + 1F9B2} {1F4A2}
This is face_with_symbols_on_mouth [EM] men_wrestling.,This is dirty fighter.,1,0,This is 🤬 🤼‍♂,This is {1F92C} {1F93C + 200D + 2642}
This is face_vomiting [EM] martial_arts_uniform.,This is dirty fighter.,1,0,This is 🤮 🥋,This is {1F92E} {1F94B}
This is pile_of_poo [EM] oncoming_fist [EM] boxing_glove.,This is dirty fighter.,1,0,This is 💩 👊 🥊,This is {1F4A9} {1F44A} {1F94A}
This is expressionless_face [EM] unamused_face [EM] boxing_glove.,This is dirty fighter.,1,1,This is 😑 😒 🥊,This is {1F611} {1F612} {1F94A}
This is angry_face_with_horns [EM] oncoming_fist [EM] boxing_glove [EM] people_wrestling.,This is dirty fighter.,1,1,This is 👿 👊 🥊 🤼,This is {1F47F} {1F44A} {1F94A} {1F93C}
This is desktop_computer.,This is common procedure.,1,4,This is 🖥,This is {1F5A5}
This is grimacing_face [EM] clipboard [EM] keycap_1 [EM] keycap_2 [EM] keycap_3.,This is common procedure.,1,1,This is 😬 📋 1⃣ 2⃣ 3⃣,This is {1F62C} {1F4CB} {31 + FE0F + 20E3} {32 + FE0F + 20E3} {33 + FE0F + 20E3}
This is busts_in_silhouette [EM] clockwise_vertical_arrows.,This is common procedure.,1,0,This is 👥 🔃,This is {1F465} {1F503}
This is play_button [EM] ladder.,This is common procedure.,1,1,This is ▶ 🪜,This is {25B6} {1FA9C}
This is palms_up_together [EM] writing_hand.,This is common procedure.,1,1,This is 🤲 ✍,This is {1F932} {270D}
This is screwdriver [EM] wrench [EM] handshake.,This is common procedure.,1,1,This is 🪛 🔧 🤝,This is {1FA9B} {1F527} {1F91D}
This is busts_in_silhouette [EM] syringe [EM] stethoscope [EM] adhesive_bandage [EM] drop_of_blood [EM] health_worker [EM] busts_in_silhouette.,This is common procedure.,1,1,This is 👥 💉 🩺 🩹 🩸 🧑‍⚕ 👥,This is {1F465} {1F489} {1FA7A} {1FA79} {1FA78} {1F9D1 + 200D + 2695} {1F465}
This is counterclockwise_arrows_button [EM] health_worker [EM] syringe.,This is common procedure.,1,1,This is 🔄 🧑‍⚕ 💉,This is {1F504} {1F9D1 + 200D + 2695} {1F489}
This is face_with_monocle [EM] brain.,This is common knowledge.,1,1,This is 🧐 🧠,This is {1F9D0} {1F9E0}
This is brain [EM] thinking_face [EM] unamused_face.,This is common knowledge.,1,1,This is 🧠 🤔 😒,This is {1F9E0} {1F914} {1F612}
This is busts_in_silhouette [EM] books.,This is common knowledge.,1,0,This is 👥 📚,This is {1F465} {1F4DA}
This is play_button [EM] brain.,This is common knowledge.,1,0,This is ▶ 🧠,This is {25B6} {1F9E0}
This is palms_up_together [EM] brain.,This is common knowledge.,1,0,This is 🤲 🧠,This is {1F932} {1F9E0}
This is disguised_face [EM] woman_and_man_holding_hands [EM] palms_up_together.,This is common knowledge.,1,1,This is 🥸 👫 🤲,This is {1F978} {1F46B} {1F932}
This is busts_in_silhouette [EM] books [EM] open_book [EM] busts_in_silhouette.,This is common knowledge.,1,1,This is 👥 📚 📖 👥,This is {1F465} {1F4DA} {1F4D6} {1F465}
This is brain [EM] brain [EM] globe_showing_Americas.,This is common knowledge.,1,0,This is 🧠 🧠 🌎,This is {1F9E0} {1F9E0} {1F30E}
This is national_park.,This is common land.,1,4,This is 🏞,This is {1F3DE}
This is cityscape_at_dusk [EM] cityscape [EM] bridge_at_night [EM] desert_island.,This is common land.,1,2,This is 🌆 🏙 🌉 🏝,This is {1F306} {1F3D9} {1F309} {1F3DD}
This is busts_in_silhouette [EM] mountain.,This is common land.,1,0,This is 👥 ⛰,This is {1F465} {26F0}
This is play_button [EM] brick.,This is common land.,1,1,This is ▶ 🧱,This is {25B6} {1F9F1}
This is palms_up_together [EM] cityscape_at_dusk.,This is common land.,1,0,This is 🤲 🌆,This is {1F932} {1F306}
This is handshake [EM] desert_island.,This is common land.,1,0,This is 🤝 🏝,This is {1F91D} {1F3DD}
This is busts_in_silhouette [EM] desert_island [EM] raising_hands [EM] busts_in_silhouette.,This is common land.,1,0,This is 👥 🏝 🙌 👥,This is {1F465} {1F3DD} {1F64C} {1F465}
This is globe_showing_Americas [EM] Åland_Islands [EM] British_Indian_Ocean_Territory [EM] British_Virgin_Islands [EM] Caribbean_Netherlands [EM] Caribbean_Netherlands [EM] Cayman_Islands.,This is common land.,1,2,This is 🌎 🇦🇽 🇮🇴 🇻🇬 🇧🇶 🇧🇶 🇰🇾,This is {1F30E} {1F1E6 + 1F1FD} {1F1EE + 1F1F4} {1F1FB + 1F1EC} {1F1E7 + 1F1F6} {1F1E7 + 1F1F6} {1F1F0 + 1F1FE}
This is face_with_symbols_on_mouth.,This is common nuisance.,1,4,This is 🤬,This is {1F92C}
This is unamused_face [EM] unamused_face.,This is common nuisance.,1,3,This is 😒 😒,This is {1F612} {1F612}
This is busts_in_silhouette [EM] weary_face.,This is common nuisance.,1,0,This is 👥 😩,This is {1F465} {1F629}
This is face_with_thermometer [EM] face_with_head-bandage.,This is common nuisance.,1,2,This is 🤒 🤕,This is {1F912} {1F915}
This is palms_up_together [EM] man_gesturing_NO.,This is common nuisance.,1,0,This is 🤲 🙅‍♂,This is {1F932} {1F645 + 200D + 2642}
This is unamused_face [EM] anger_symbol [EM] man_frowning.,This is common nuisance.,1,2,This is 😒 💢 🙍‍♂,This is {1F612} {1F4A2} {1F64D + 200D + 2642}
This is busts_in_silhouette [EM] fly [EM] cockroach [EM] spider [EM] busts_in_silhouette.,This is common nuisance.,1,1,This is 👥 🪰 🪳 🕷 👥,This is {1F465} {1FAB0} {1FAB3} {1F577} {1F465}
This is squinting_face_with_tongue [EM] squinting_face_with_tongue [EM] counterclockwise_arrows_button.,This is common nuisance.,1,1,This is 😝 😝 🔄,This is {1F61D} {1F61D} {1F504}
This is sailboat [EM] man_light_skin_tone [EM] anchor.,This is common sailor.,1,1,This is ⛵ 👨🏻 ⚓,This is {26F5} {1F468 + 1F3FB} {2693}
This is ship [EM] anchor [EM] men_holding_hands.,This is common sailor.,1,1,This is 🚢 ⚓ 👬,This is {1F6A2} {2693} {1F46C}
This is busts_in_silhouette [EM] man_blond_hair [EM] sailboat.,This is common sailor.,1,0,This is 👥 👱‍♂ ⛵,This is {1F465} {1F471 + 200D + 2642} {26F5}
This is play_button [EM] sailboat.,This is common sailor.,1,1,This is ▶ ⛵,This is {25B6} {26F5}
This is palms_up_together [EM] sailboat [EM] man.,This is common sailor.,1,0,This is 🤲 ⛵ 👨,This is {1F932} {26F5} {1F468}
This is speedboat [EM] boy.,This is common sailor.,1,1,This is 🚤 👦,This is {1F6A4} {1F466}
This is man_pilot [EM] anchor.,This is common sailor.,1,1,This is 👨‍✈ ⚓,This is {1F468 + 200D + 2708} {2693}
This is pilot [EM] speedboat.,This is common sailor.,1,1,This is 🧑‍✈ 🚤,This is {1F9D1 + 200D + 2708} {1F6A4}
This is fly.,This is common housefly.,1,4,This is 🪰,This is {1FAB0}
This is fly [EM] neutral_face.,This is common housefly.,1,0,This is 🪰 😐,This is {1FAB0} {1F610}
This is busts_in_silhouette [EM] fly.,This is common housefly.,1,0,This is 👥 🪰,This is {1F465} {1FAB0}
This is houses [EM] houses [EM] houses [EM] fly [EM] fly [EM] fly [EM] fly [EM] fly.,This is common housefly.,1,3,This is 🏘 🏘 🏘 🪰 🪰 🪰 🪰 🪰,This is {1F3D8} {1F3D8} {1F3D8} {1FAB0} {1FAB0} {1FAB0} {1FAB0} {1FAB0}
This is palms_up_together [EM] fly.,This is common housefly.,1,0,This is 🤲 🪰,This is {1F932} {1FAB0}
This is fly.,This is common housefly.,1,4,This is 🪰,This is {1FAB0}
This is busts_in_silhouette [EM] busts_in_silhouette [EM] fly.,This is common housefly.,1,0,This is 👥 👥 🪰,This is {1F465} {1F465} {1FAB0}
This is house [EM] fly.,This is common housefly.,1,0,This is 🏠 🪰,This is {1F3E0} {1FAB0}
This is man_light_skin_tone.,This is common man.,1,4,This is 👨🏻,This is {1F468 + 1F3FB}
This is person_standing [EM] person_standing [EM] person_shrugging.,This is common man.,1,1,This is 🧍 🧍 🤷,This is {1F9CD} {1F9CD} {1F937}
This is busts_in_silhouette [EM] man_standing.,This is common man.,1,1,This is 👥 🧍‍♂,This is {1F465} {1F9CD + 200D + 2642}
This is play_button [EM] boy [EM] boy [EM] boy.,This is common man.,1,1,This is ▶ 👦 👦 👦,This is {25B6} {1F466} {1F466} {1F466}
This is palms_up_together [EM] man.,This is common man.,1,0,This is 🤲 👨,This is {1F932} {1F468}
This is man.,This is common man.,1,4,This is 👨,This is {1F468}
This is man [EM] man [EM] man [EM] man.,This is common man.,1,3,This is 👨 👨 👨 👨,This is {1F468} {1F468} {1F468} {1F468}
This is man [EM] person_curly_hair [EM] man_curly_hair.,This is common man.,1,2,This is 👨 🧑‍🦱 👨‍🦱,This is {1F468} {1F9D1 + 200D + 1F9B1} {1F468 + 200D + 1F9B1}
This is woman_office_worker [EM] speaking_head [EM] briefcase.,This is common parlance.,1,1,This is 👩‍💼 🗣 💼,This is {1F469 + 200D + 1F4BC} {1F5E3} {1F4BC}
This is speaking_head [EM] check_mark_button [EM] OK_button.,This is common parlance.,1,1,This is 🗣 ✅ 🆗,This is {1F5E3} {2705} {1F197}
This is busts_in_silhouette [EM] speaking_head.,This is common parlance.,1,0,This is 👥 🗣,This is {1F465} {1F5E3}
This is play_button [EM] speaking_head.,This is common parlance.,1,1,This is ▶ 🗣,This is {25B6} {1F5E3}
This is palms_up_together [EM] handshake.,This is common parlance.,1,1,This is 🤲 🤝,This is {1F932} {1F91D}
This is clapping_hands [EM] boy [EM] person_curly_hair.,This is common parlance.,1,1,This is 👏 👦 🧑‍🦱,This is {1F44F} {1F466} {1F9D1 + 200D + 1F9B1}
This is speaking_head [EM] left-right_arrow [EM] speaking_head.,This is common parlance.,1,1,This is 🗣 ↔ 🗣,This is {1F5E3} {2194} {1F5E3}
This is notebook [EM] notebook_with_decorative_cover [EM] speech_balloon [EM] thought_balloon.,This is common parlance.,1,1,This is 📓 📔 💬 💭,This is {1F4D3} {1F4D4} {1F4AC} {1F4AD}
This is handbag.,This is common brand.,1,4,This is 👜,This is {1F45C}
This is glasses [EM] clutch_bag [EM] dress [EM] necktie [EM] copyright.,This is common brand.,1,0,This is 👓 👝 👗 👔 ©,This is {1F453} {1F45D} {1F457} {1F454} {A9}
