sent1,sent2,label,strategy,sent1_emoji,sent1_emoji_unicode,extracted
This is cross_mark_button [EM] potable_water.,This is short supply.,1,0,This is ❎ 🚰,This is {274E} {1F6B0},"cross_mark_button, potable_water"
This is fast_down_button [EM] coat [EM] woman’s_clothes [EM] t-shirt [EM] jeans.,This is short supply.,1,0,This is ⏬ 🧥 👚 👕 👖,This is {23EC} {1F9E5} {1F45A} {1F455} {1F456},"fast_down_button, coat, woman’s_clothes, t-shirt, jeans"
This is double_exclamation_mark [EM] warning [EM] bread.,This is short supply.,1,0,This is ‼ ⚠ 🍞,This is {203C} {26A0} {1F35E},"double_exclamation_mark, warning, bread"
This is hut [EM] cross_mark.,This is short supply.,1,0,This is 🛖 ❌,This is {1F6D6} {274C},"hut, cross_mark"
This is pinching_hand [EM] package.,This is short supply.,1,0,This is 🤏 📦,This is {1F90F} {1F4E6},"pinching_hand, package"
This is shorts [EM] dollar_banknote.,This is short money.,1,0,This is 🩳 💵,This is {1FA73} {1F4B5},"shorts, dollar_banknote"
This is pinching_hand [EM] heavy_dollar_sign.,This is short money.,1,0,This is 🤏 💲,This is {1F90F} {1F4B2},"pinching_hand, heavy_dollar_sign"
This is cross_mark [EM] money_bag.,This is short money.,1,0,This is ❌ 💰,This is {274C} {1F4B0},"cross_mark, money_bag"
This is cross_mark_button [EM] money_bag.,This is short money.,1,0,This is ❎ 💰,This is {274E} {1F4B0},"cross_mark_button, money_bag"
This is person_shrugging [EM] money_with_wings [EM] money_with_wings [EM] money_with_wings.,This is short money.,1,1,This is 🤷 💸 💸 💸,This is {1F937} {1F4B8} {1F4B8} {1F4B8},"person_shrugging, money_with_wings, money_with_wings, money_with_wings"
This is pinching_hand [EM] dollar_banknote.,This is short money.,1,0,This is 🤏 💵,This is {1F90F} {1F4B5},"pinching_hand, dollar_banknote"
This is money_bag [EM] money_with_wings [EM] pensive_face.,This is short money.,1,1,This is 💰 💸 😔,This is {1F4B0} {1F4B8} {1F614},"money_bag, money_with_wings, pensive_face"
This is pinching_hand [EM] pound_banknote.,This is short money.,1,0,This is 🤏 💷,This is {1F90F} {1F4B7},"pinching_hand, pound_banknote"
This is shorts [EM] airplane.,This is short flight.,1,0,This is 🩳 ✈,This is {1FA73} {2708},"shorts, airplane"
This is smiling_face_with_tear [EM] airplane.,This is short flight.,1,1,This is 🥲 ✈,This is {1F972} {2708},"smiling_face_with_tear, airplane"
This is hourglass_not_done [EM] airplane.,This is short flight.,1,0,This is ⏳ ✈,This is {23F3} {2708},"hourglass_not_done, airplane"
This is hourglass_not_done [EM] airplane.,This is short flight.,1,0,This is ⏳ ✈,This is {23F3} {2708},"hourglass_not_done, airplane"
This is hourglass_not_done [EM] airplane [EM] airplane_departure [EM] airplane_arrival.,This is short flight.,1,0,This is ⏳ ✈ 🛫 🛬,This is {23F3} {2708} {1F6EB} {1F6EC},"hourglass_not_done, airplane, airplane_departure, airplane_arrival"
This is pinching_hand [EM] airplane.,This is short flight.,1,0,This is 🤏 ✈,This is {1F90F} {2708},"pinching_hand, airplane"
This is airplane_departure [EM] pinching_hand [EM] hourglass_done [EM] airplane_arrival.,This is short flight.,1,1,This is 🛫 🤏 ⌛ 🛬,This is {1F6EB} {1F90F} {231B} {1F6EC},"airplane_departure, pinching_hand, hourglass_done, airplane_arrival"
This is airplane_departure [EM] airplane_arrival.,This is short flight.,1,1,This is 🛫 🛬,This is {1F6EB} {1F6EC},"airplane_departure, airplane_arrival"
This is shorts [EM] spiral_calendar.,This is short month.,1,0,This is 🩳 🗓,This is {1FA73} {1F5D3},"shorts, spiral_calendar"
This is pinching_hand [EM] calendar.,This is short month.,1,0,This is 🤏 📅,This is {1F90F} {1F4C5},"pinching_hand, calendar"
This is hourglass_not_done [EM] spiral_calendar.,This is short month.,1,0,This is ⏳ 🗓,This is {23F3} {1F5D3},"hourglass_not_done, spiral_calendar"
This is hourglass_done [EM] spiral_calendar.,This is short month.,1,0,This is ⌛ 🗓,This is {231B} {1F5D3},"hourglass_done, spiral_calendar"
This is hourglass_not_done [EM] spiral_calendar [EM] calendar.,This is short month.,1,0,This is ⏳ 🗓 📅,This is {23F3} {1F5D3} {1F4C5},"hourglass_not_done, spiral_calendar, calendar"
This is SOON_arrow [EM] calendar.,This is short month.,1,0,This is 🔜 📅,This is {1F51C} {1F4C5},"SOON_arrow, calendar"
This is pinching_hand [EM] hourglass_done [EM] spiral_calendar.,This is short month.,1,0,This is 🤏 ⌛ 🗓,This is {1F90F} {231B} {1F5D3},"pinching_hand, hourglass_done, spiral_calendar"
This is hourglass_done [EM] calendar.,This is short month.,1,0,This is ⌛ 📅,This is {231B} {1F4C5},"hourglass_done, calendar"
This is shorts [EM] open_book.,This is short story.,1,0,This is 🩳 📖,This is {1FA73} {1F4D6},"shorts, open_book"
This is pinching_hand [EM] orange_book [EM] open_book.,This is short story.,1,0,This is 🤏 📙 📖,This is {1F90F} {1F4D9} {1F4D6},"pinching_hand, orange_book, open_book"
This is hourglass_not_done [EM] closed_book.,This is short story.,1,0,This is ⏳ 📕,This is {23F3} {1F4D5},"hourglass_not_done, closed_book"
This is hourglass_done [EM] notebook_with_decorative_cover.,This is short story.,1,0,This is ⌛ 📔,This is {231B} {1F4D4},"hourglass_done, notebook_with_decorative_cover"
This is watch [EM] open_book.,This is short story.,1,0,This is ⌚ 📖,This is {231A} {1F4D6},"watch, open_book"
This is pinching_hand [EM] speaking_head.,This is short story.,1,0,This is 🤏 🗣,This is {1F90F} {1F5E3},"pinching_hand, speaking_head"
This is pinching_hand [EM] speaking_head [EM] open_book.,This is short story.,1,0,This is 🤏 🗣 📖,This is {1F90F} {1F5E3} {1F4D6},"pinching_hand, speaking_head, open_book"
This is hourglass_done [EM] open_book.,This is short story.,1,0,This is ⌛ 📖,This is {231B} {1F4D6},"hourglass_done, open_book"
This is shorts [EM] alien.,This is short life.,1,0,This is 🩳 👽,This is {1FA73} {1F47D},"shorts, alien"
This is pinching_hand [EM] skull_and_crossbones.,This is short life.,1,0,This is 🤏 ☠,This is {1F90F} {2620},"pinching_hand, skull_and_crossbones"
This is hourglass_not_done [EM] one_o’clock [EM] woman_white_hair [EM] older_person.,This is short life.,1,1,This is ⏳ 🕐 👩‍🦳 🧓,This is {23F3} {1F550} {1F469 + 200D + 1F9B3} {1F9D3},"hourglass_not_done, one_o’clock, woman_white_hair, older_person"
This is waving_hand [EM] grinning_face [EM] hourglass_done.,This is short life.,1,1,This is 👋 😀 ⌛,This is {1F44B} {1F600} {231B},"waving_hand, grinning_face, hourglass_done"
This is hourglass_not_done [EM] anatomical_heart [EM] beating_heart.,This is short life.,1,1,This is ⏳ 🫀 💓,This is {23F3} {1FAC0} {1F493},"hourglass_not_done, anatomical_heart, beating_heart"
This is family_man_woman_girl_girl [EM] backhand_index_pointing_right [EM] skull [EM] family_man_woman_girl.,This is short life.,1,1,This is 👨‍👩‍👧‍👧 👉 💀 👨‍👩‍👧,This is {1F468 + 200D + 1F469 + 200D + 1F467 + 200D + 1F467} {1F449} {1F480} {1F468 + 200D + 1F469 + 200D + 1F467},"family_man_woman_girl_girl, backhand_index_pointing_right, skull, family_man_woman_girl"
This is baby [EM] older_person [EM] coffin [EM] hourglass_done [EM] pinching_hand.,This is short life.,1,1,This is 👶 🧓 ⚰ ⌛ 🤏,This is {1F476} {1F9D3} {26B0} {231B} {1F90F},"baby, older_person, coffin, hourglass_done, pinching_hand"
This is hourglass_done [EM] coffin.,This is short life.,1,1,This is ⌛ ⚰,This is {231B} {26B0},"hourglass_done, coffin"
This is thumbs_down [EM] memo.,This is dirty job.,1,0,This is 👎 📝,This is {1F44E} {1F4DD},"thumbs_down, memo"
This is pile_of_poo [EM] broom.,This is dirty job.,1,0,This is 💩 🧹,This is {1F4A9} {1F9F9},"pile_of_poo, broom"
This is plunger [EM] toilet [EM] broom.,This is dirty job.,1,1,This is 🪠 🚽 🧹,This is {1FAA0} {1F6BD} {1F9F9},"plunger, toilet, broom"
This is microbe [EM] bomb [EM] man_supervillain [EM] microbe [EM] supervillain [EM] bomb [EM] microbe.,This is dirty job.,1,1,This is 🦠 💣 🦹‍♂ 🦠 🦹 💣 🦠,This is {1F9A0} {1F4A3} {1F9B9 + 200D + 2642} {1F9A0} {1F9B9} {1F4A3} {1F9A0},"microbe, bomb, man_supervillain, microbe, supervillain, bomb, microbe"
This is face_vomiting [EM] nauseated_face [EM] man_construction_worker.,This is dirty job.,1,0,This is 🤮 🤢 👷‍♂,This is {1F92E} {1F922} {1F477 + 200D + 2642},"face_vomiting, nauseated_face, man_construction_worker"
This is pile_of_poo [EM] briefcase.,This is dirty job.,1,0,This is 💩 💼,This is {1F4A9} {1F4BC},"pile_of_poo, briefcase"
This is nauseated_face [EM] luggage.,This is dirty job.,1,0,This is 🤢 🧳,This is {1F922} {1F9F3},"nauseated_face, luggage"
This is toilet [EM] construction_worker [EM] hammer_and_wrench.,This is dirty job.,1,1,This is 🚽 👷 🛠,This is {1F6BD} {1F477} {1F6E0},"toilet, construction_worker, hammer_and_wrench"
This is thumbs_down [EM] foot.,This is dirty foot.,1,0,This is 👎 🦶,This is {1F44E} {1F9B6},"thumbs_down, foot"
This is nauseated_face [EM] foot.,This is dirty foot.,1,0,This is 🤢 🦶,This is {1F922} {1F9B6},"nauseated_face, foot"
This is hot_face [EM] foot [EM] pile_of_poo.,This is dirty foot.,1,0,This is 🥵 🦶 💩,This is {1F975} {1F9B6} {1F4A9},"hot_face, foot, pile_of_poo"
This is soap [EM] foot.,This is dirty foot.,1,1,This is 🧼 🦶,This is {1F9FC} {1F9B6},"soap, foot"
This is face_vomiting [EM] foot.,This is dirty foot.,1,0,This is 🤮 🦶,This is {1F92E} {1F9B6},"face_vomiting, foot"
This is pile_of_poo [EM] footprints.,This is dirty foot.,1,0,This is 💩 👣,This is {1F4A9} {1F463},"pile_of_poo, footprints"
This is confounded_face [EM] foot.,This is dirty foot.,1,0,This is 😖 🦶,This is {1F616} {1F9B6},"confounded_face, foot"
This is nose [EM] foot [EM] nauseated_face.,This is dirty foot.,1,1,This is 👃 🦶 🤢,This is {1F443} {1F9B6} {1F922},"nose, foot, nauseated_face"
This is thumbs_down [EM] fish.,This is dirty dish.,1,0,This is 👎 🐟,This is {1F44E} {1F41F},"thumbs_down, fish"
This is fork_and_knife_with_plate [EM] fly.,This is dirty dish.,1,1,This is 🍽 🪰,This is {1F37D} {1FAB0},"fork_and_knife_with_plate, fly"
This is fork_and_knife_with_plate [EM] anxious_face_with_sweat [EM] thumbs_down.,This is dirty dish.,1,1,This is 🍽 😰 👎,This is {1F37D} {1F630} {1F44E},"fork_and_knife_with_plate, anxious_face_with_sweat, thumbs_down"
This is soap [EM] fork_and_knife_with_plate.,This is dirty dish.,1,1,This is 🧼 🍽,This is {1F9FC} {1F37D},"soap, fork_and_knife_with_plate"
This is face_vomiting [EM] fork_and_knife_with_plate.,This is dirty dish.,1,0,This is 🤮 🍽,This is {1F92E} {1F37D},"face_vomiting, fork_and_knife_with_plate"
This is pile_of_poo [EM] fork_and_knife_with_plate.,This is dirty dish.,1,0,This is 💩 🍽,This is {1F4A9} {1F37D},"pile_of_poo, fork_and_knife_with_plate"
This is face_vomiting [EM] fork_and_knife_with_plate.,This is dirty dish.,1,0,This is 🤮 🍽,This is {1F92E} {1F37D},"face_vomiting, fork_and_knife_with_plate"
This is soap [EM] fork_and_knife_with_plate [EM] petri_dish.,This is dirty dish.,1,1,This is 🧼 🍽 🧫,This is {1F9FC} {1F37D} {1F9EB},"soap, fork_and_knife_with_plate, petri_dish"
This is thumbs_down [EM] derelict_house.,This is dirty slum.,1,0,This is 👎 🏚,This is {1F44E} {1F3DA},"thumbs_down, derelict_house"
This is fly [EM] house.,This is dirty slum.,1,1,This is 🪰 🏠,This is {1FAB0} {1F3E0},"fly, house"
This is microbe [EM] hut [EM] microbe.,This is dirty slum.,1,0,This is 🦠 🛖 🦠,This is {1F9A0} {1F6D6} {1F9A0},"microbe, hut, microbe"
This is soap [EM] microbe [EM] derelict_house.,This is dirty slum.,1,1,This is 🧼 🦠 🏚,This is {1F9FC} {1F9A0} {1F3DA},"soap, microbe, derelict_house"
This is face_vomiting [EM] hut.,This is dirty slum.,1,0,This is 🤮 🛖,This is {1F92E} {1F6D6},"face_vomiting, hut"
This is pile_of_poo [EM] money_with_wings [EM] house.,This is dirty slum.,1,0,This is 💩 💸 🏠,This is {1F4A9} {1F4B8} {1F3E0},"pile_of_poo, money_with_wings, house"
This is woozy_face [EM] man_zombie.,This is dirty slum.,1,1,This is 🥴 🧟‍♂,This is {1F974} {1F9DF + 200D + 2642},"woozy_face, man_zombie"
This is persevering_face [EM] no_one_under_eighteen [EM] money_with_wings.,This is dirty slum.,1,1,This is 😣 🔞 💸,This is {1F623} {1F51E} {1F4B8},"persevering_face, no_one_under_eighteen, money_with_wings"
This is thumbs_down [EM] memo.,This is dirty work.,1,0,This is 👎 📝,This is {1F44E} {1F4DD},"thumbs_down, memo"
This is oncoming_police_car [EM] page_with_curl.,This is dirty work.,1,1,This is 🚔 📃,This is {1F694} {1F4C3},"oncoming_police_car, page_with_curl"
This is plunger [EM] toilet [EM] broom [EM] money_bag [EM] old_woman [EM] old_man.,This is dirty work.,1,1,This is 🪠 🚽 🧹 💰 👵 👴,This is {1FAA0} {1F6BD} {1F9F9} {1F4B0} {1F475} {1F474},"plunger, toilet, broom, money_bag, old_woman, old_man"
This is microbe [EM] briefcase.,This is dirty work.,1,1,This is 🦠 💼,This is {1F9A0} {1F4BC},"microbe, briefcase"
This is face_vomiting [EM] hammer_and_wrench.,This is dirty work.,1,0,This is 🤮 🛠,This is {1F92E} {1F6E0},"face_vomiting, hammer_and_wrench"
This is pile_of_poo [EM] rescue_worker’s_helmet [EM] briefcase.,This is dirty work.,1,0,This is 💩 ⛑ 💼,This is {1F4A9} {26D1} {1F4BC},"pile_of_poo, rescue_worker’s_helmet, briefcase"
This is unamused_face [EM] luggage.,This is dirty work.,1,0,This is 😒 🧳,This is {1F612} {1F9F3},"unamused_face, luggage"
This is toilet [EM] construction_worker [EM] hammer_and_wrench.,This is dirty work.,1,1,This is 🚽 👷 🛠,This is {1F6BD} {1F477} {1F6E0},"toilet, construction_worker, hammer_and_wrench"
This is thumbs_down [EM] money_bag.,This is dirty money.,1,0,This is 👎 💰,This is {1F44E} {1F4B0},"thumbs_down, money_bag"
This is money-mouth_face [EM] money_with_wings [EM] supervillain.,This is dirty money.,1,1,This is 🤑 💸 🦹,This is {1F911} {1F4B8} {1F9B9},"money-mouth_face, money_with_wings, supervillain"
This is smiling_face_with_horns [EM] dollar_banknote [EM] dollar_banknote [EM] prohibited [EM] backhand_index_pointing_right [EM] police_officer.,This is dirty money.,1,1,This is 😈 💵 💵 🚫 👉 👮,This is {1F608} {1F4B5} {1F4B5} {1F6AB} {1F449} {1F46E},"smiling_face_with_horns, dollar_banknote, dollar_banknote, prohibited, backhand_index_pointing_right, police_officer"
This is microbe [EM] zipper-mouth_face [EM] money-mouth_face [EM] money_with_wings [EM] microbe.,This is dirty money.,1,1,This is 🦠 🤐 🤑 💸 🦠,This is {1F9A0} {1F910} {1F911} {1F4B8} {1F9A0},"microbe, zipper-mouth_face, money-mouth_face, money_with_wings, microbe"
This is face_vomiting [EM] dollar_banknote.,This is dirty money.,1,0,This is 🤮 💵,This is {1F92E} {1F4B5},"face_vomiting, dollar_banknote"
This is pile_of_poo [EM] dollar_banknote [EM] money_bag.,This is dirty money.,1,0,This is 💩 💵 💰,This is {1F4A9} {1F4B5} {1F4B0},"pile_of_poo, dollar_banknote, money_bag"
This is unamused_face [EM] money_bag.,This is dirty money.,1,1,This is 😒 💰,This is {1F612} {1F4B0},"unamused_face, money_bag"
This is police_car [EM] stop_sign [EM] dollar_banknote [EM] dollar_banknote [EM] dollar_banknote.,This is dirty money.,1,1,This is 🚓 🛑 💵 💵 💵,This is {1F693} {1F6D1} {1F4B5} {1F4B5} {1F4B5},"police_car, stop_sign, dollar_banknote, dollar_banknote, dollar_banknote"
This is thumbs_down [EM] coat.,This is dirty overall.,1,1,This is 👎 🧥,This is {1F44E} {1F9E5},"thumbs_down, coat"
This is nauseated_face [EM] face_vomiting [EM] unamused_face.,This is dirty overall.,1,2,This is 🤢 🤮 😒,This is {1F922} {1F92E} {1F612},"nauseated_face, face_vomiting, unamused_face"
This is face_with_spiral_eyes [EM] confounded_face [EM] backhand_index_pointing_right [EM] bathtub.,This is dirty overall.,1,1,This is 😵‍💫 😖 👉 🛁,This is {1F635 + 200D + 1F4AB} {1F616} {1F449} {1F6C1},"face_with_spiral_eyes, confounded_face, backhand_index_pointing_right, bathtub"
This is soap [EM] t-shirt.,This is dirty overall.,1,1,This is 🧼 👕,This is {1F9FC} {1F455},"soap, t-shirt"
This is face_vomiting [EM] dress [EM] woman’s_clothes.,This is dirty overall.,1,0,This is 🤮 👗 👚,This is {1F92E} {1F457} {1F45A},"face_vomiting, dress, woman’s_clothes"
This is pile_of_poo [EM] kimono.,This is dirty overall.,1,0,This is 💩 👘,This is {1F4A9} {1F458},"pile_of_poo, kimono"
This is man_standing [EM] nauseated_face.,This is dirty overall.,1,0,This is 🧍‍♂ 🤢,This is {1F9CD + 200D + 2642} {1F922},"man_standing, nauseated_face"
This is pile_of_poo [EM] jeans.,This is dirty overall.,1,0,This is 💩 👖,This is {1F4A9} {1F456},"pile_of_poo, jeans"
This is thumbs_down [EM] boxing_glove.,This is dirty fighter.,1,0,This is 👎 🥊,This is {1F44E} {1F94A},"thumbs_down, boxing_glove"
This is face_with_symbols_on_mouth [EM] enraged_face.,This is dirty fighter.,1,1,This is 🤬 😡,This is {1F92C} {1F621},"face_with_symbols_on_mouth, enraged_face"
This is cross_mark [EM] balance_scale [EM] flexed_biceps [EM] man_bald [EM] anger_symbol.,This is dirty fighter.,1,1,This is ❌ ⚖ 💪 👨‍🦲 💢,This is {274C} {2696} {1F4AA} {1F468 + 200D + 1F9B2} {1F4A2},"cross_mark, balance_scale, flexed_biceps, man_bald, anger_symbol"
This is face_with_symbols_on_mouth [EM] men_wrestling.,This is dirty fighter.,1,0,This is 🤬 🤼‍♂,This is {1F92C} {1F93C + 200D + 2642},"face_with_symbols_on_mouth, men_wrestling"
This is face_vomiting [EM] martial_arts_uniform.,This is dirty fighter.,1,0,This is 🤮 🥋,This is {1F92E} {1F94B},"face_vomiting, martial_arts_uniform"
